open time,open,high,low,close,volume,close time,quote asset volume,number of trades,taker buy base asset volume,taker buy quote asset volume
2024-06-17 12:00:00,65817.2,65827.9,65739.42,65780.03,160.53921,2024-06-17 12:04:59.999,10558460.1611352,6915,49.97566,3286989.3766175
2024-06-17 12:05:00,65780.03,65826.25,65739.65,65750.03,72.94312,2024-06-17 12:09:59.999,4797651.1109493,5123,31.14523,2048500.5913823
2024-06-17 12:10:00,65750.02,65750.02,65702.38,65703.7,56.17904,2024-06-17 12:14:59.999,3692389.3114571,3564,29.28428,1924800.0962144
2024-06-17 12:15:00,65703.7,65790.0,65700.12,65775.09,52.42932,2024-06-17 12:19:59.999,3446793.5645719,4225,37.25772,2449293.5493869
2024-06-17 12:20:00,65775.08,65790.0,65700.0,65708.01,58.20275,2024-06-17 12:24:59.999,3826459.4876485,3446,29.21715,1920660.0511386
2024-06-17 12:25:00,65708.0,65716.34,65630.0,65701.29,69.38935,2024-06-17 12:29:59.999,4556429.1868398,3937,26.47789,1738438.3903815
2024-06-17 12:30:00,65701.28,65701.29,65614.68,65620.48,55.86796,2024-06-17 12:34:59.999,3667590.4198187,3552,22.94153,1505950.8431122
2024-06-17 12:35:00,65620.48,65631.98,65593.88,65604.0,72.20031,2024-06-17 12:39:59.999,4737107.1826111,4117,35.12646,2304641.4204275
2024-06-17 12:40:00,65604.0,65723.14,65578.0,65660.62,68.3599,2024-06-17 12:44:59.999,4488407.7472865,4436,36.73337,2411437.2515073
2024-06-17 12:45:00,65660.61,65660.61,65500.0,65602.28,115.90911,2024-06-17 12:49:59.999,7598843.9578607,6418,39.72508,2604931.3554582
2024-06-17 12:50:00,65602.27,65624.0,65568.18,65603.16,51.00657,2024-06-17 12:54:59.999,3345754.0020925,3115,28.12762,1844865.4819472
2024-06-17 12:55:00,65603.15,65627.94,65556.0,65625.01,33.68274,2024-06-17 12:59:59.999,2209560.2050758,2790,18.66083,1224106.2675351
2024-06-17 13:00:00,65625.49,65627.94,65546.01,65598.71,103.06047,2024-06-17 13:04:59.999,6758320.5317774,5782,60.76634,3984515.426753
2024-06-17 13:05:00,65598.71,65598.72,65458.0,65572.01,120.12118,2024-06-17 13:09:59.999,7871442.2443178,8218,50.24286,3292677.4536274
2024-06-17 13:10:00,65572.01,65729.87,65552.01,65713.47,125.31743,2024-06-17 13:14:59.999,8228436.9718304,15944,78.13578,5130637.1754591
2024-06-17 13:15:00,65713.46,65791.97,65656.01,65774.01,109.67492,2024-06-17 13:19:59.999,7206813.7623382,13021,69.92034,4594546.4529149
2024-06-17 13:20:00,65774.0,65807.05,65691.31,65710.0,87.18855,2024-06-17 13:24:59.999,5732754.7644598,7447,32.06355,2108242.6686946
2024-06-17 13:25:00,65710.0,65730.0,65642.0,65704.0,48.70314,2024-06-17 13:29:59.999,3199044.867017,2838,27.41686,1800841.7001107
2024-06-17 13:30:00,65704.0,65718.0,65368.91,65444.01,298.55504,2024-06-17 13:34:59.999,19550154.5931557,10184,134.66662,8818053.032042
2024-06-17 13:35:00,65444.01,65500.0,65364.0,65466.03,225.70822,2024-06-17 13:39:59.999,14767581.8427433,21633,132.11465,8643020.5599554
2024-06-17 13:40:00,65466.02,65510.53,65378.0,65410.02,116.18094,2024-06-17 13:44:59.999,7603339.1461614,22010,55.99132,3664140.3100352
2024-06-17 13:45:00,65410.02,65466.01,65301.01,65307.99,137.2797,2024-06-17 13:49:59.999,8975467.0098526,6940,70.40086,4602675.0742142
2024-06-17 13:50:00,65307.99,65367.52,65233.0,65304.01,198.87208,2024-06-17 13:54:59.999,12984962.3733379,8415,75.82074,4950892.9018572
2024-06-17 13:55:00,65304.01,65323.14,65189.0,65200.01,177.21615,2024-06-17 13:59:59.999,11563367.8392996,7031,75.68736,4938624.5219212
2024-06-17 14:00:00,65200.0,65341.46,65130.0,65326.01,174.6719,2024-06-17 14:04:59.999,11389918.305212,11706,84.18087,5490193.660021
2024-06-17 14:05:00,65326.01,65450.27,65276.09,65440.11,198.11297,2024-06-17 14:09:59.999,12951727.350142,20619,133.20574,8708519.0784374
2024-06-17 14:10:00,65440.1,65440.11,65302.39,65355.99,96.18628,2024-06-17 14:14:59.999,6287872.6057559,12429,39.58909,2588098.6817968
2024-06-17 14:15:00,65355.99,65443.38,65355.98,65443.38,51.45712,2024-06-17 14:19:59.999,3364682.1762761,4535,30.74971,2010532.8775182
2024-06-17 14:20:00,65443.38,65529.41,65437.81,65494.74,121.38323,2024-06-17 14:24:59.999,7948068.3415667,7400,84.42429,5528063.4758516
2024-06-17 14:25:00,65494.74,65565.91,65463.0,65550.03,79.80735,2024-06-17 14:29:59.999,5227840.3932291,4913,38.7877,2540950.5908425
2024-06-17 14:30:00,65550.03,65655.07,65493.39,65650.0,79.17097,2024-06-17 14:34:59.999,5191021.1927509,6369,47.33173,3103404.6955164
2024-06-17 14:35:00,65649.99,65730.0,65647.04,65684.36,119.38744,2024-06-17 14:39:59.999,7842471.9481344,7656,69.70385,4578687.0275924
2024-06-17 14:40:00,65684.35,65746.74,65641.22,65730.0,105.71672,2024-06-17 14:44:59.999,6945608.8313633,11701,70.33929,4621205.0854296
2024-06-17 14:45:00,65730.0,65790.0,65690.52,65690.55,99.68123,2024-06-17 14:49:59.999,6553647.6365519,7391,47.35687,3113683.406311
2024-06-17 14:50:00,65690.54,65690.54,65446.0,65452.96,123.17988,2024-06-17 14:54:59.999,8075896.965187,6965,45.00698,2950221.2412834
2024-06-17 14:55:00,65452.97,65475.42,65383.79,65472.98,133.5889,2024-06-17 14:59:59.999,8739709.3026506,4940,62.03958,4059263.6259433
2024-06-17 15:00:00,65472.98,65662.93,65432.0,65574.0,162.26621,2024-06-17 15:04:59.999,10641716.4274666,6687,103.06637,6758964.1601866
2024-06-17 15:05:00,65574.01,65788.73,65574.0,65652.12,258.5809,2024-06-17 15:09:59.999,16985717.1541461,6354,187.63398,12325018.1244059
2024-06-17 15:10:00,65652.13,65676.88,65544.44,65544.44,55.70372,2024-06-17 15:14:59.999,3653972.1234099,3726,30.12596,1975987.2893674
2024-06-17 15:15:00,65544.44,65553.58,65320.19,65337.99,85.59833,2024-06-17 15:19:59.999,5600679.9564986,5820,37.84876,2475901.0674696
2024-06-17 15:20:00,65338.0,65357.94,65252.0,65357.92,185.78527,2024-06-17 15:24:59.999,12130708.0802634,6192,69.87632,4562848.9071582
2024-06-17 15:25:00,65357.92,65464.38,65320.0,65406.35,71.41193,2024-06-17 15:29:59.999,4669320.8749835,4711,37.96466,2482616.9644733
2024-06-17 15:30:00,65406.35,65508.23,65339.65,65364.0,88.52072,2024-06-17 15:34:59.999,5791494.5099965,5460,48.46809,3171059.7489241
2024-06-17 15:35:00,65363.99,65493.7,65363.99,65460.0,65.78636,2024-06-17 15:39:59.999,4303959.6387736,4148,36.4515,2384616.848204
2024-06-17 15:40:00,65459.99,65580.29,65443.0,65580.29,90.38604,2024-06-17 15:44:59.999,5922509.6802285,5822,57.76681,3785061.4231195
2024-06-17 15:45:00,65580.28,65666.66,65580.28,65642.05,63.01461,2024-06-17 15:49:59.999,4135728.5966075,6024,36.72077,2409814.9223616
2024-06-17 15:50:00,65642.04,65642.04,65308.02,65312.0,82.18942,2024-06-17 15:54:59.999,5378081.4014034,13452,37.46621,2450938.2804592
2024-06-17 15:55:00,65312.0,65386.01,65239.97,65368.0,147.56107,2024-06-17 15:59:59.999,9637580.1304895,5823,62.01421,4050898.3446779
2024-06-17 16:00:00,65368.0,65518.49,65319.99,65514.56,109.85992,2024-06-17 16:04:59.999,7187686.0836622,7136,56.54815,3699103.077764
2024-06-17 16:05:00,65514.56,65553.82,65500.13,65512.0,109.2358,2024-06-17 16:09:59.999,7157593.6989566,4453,46.17224,3025145.698713
2024-06-17 16:10:00,65512.01,65529.99,65431.54,65499.98,88.12556,2024-06-17 16:14:59.999,5771251.4360531,4477,42.21068,2764232.5991026
2024-06-17 16:15:00,65499.99,65518.0,65200.0,65225.26,309.84986,2024-06-17 16:19:59.999,20230399.9696925,16964,90.87548,5933329.4939316
2024-06-17 16:20:00,65228.72,65738.29,65138.0,65724.0,410.89373,2024-06-17 16:24:59.999,26854530.3145584,19765,209.20376,13683906.5709147
2024-06-17 16:25:00,65724.0,65857.55,65602.29,65829.45,275.07501,2024-06-17 16:29:59.999,18075505.6967643,10873,128.49244,8443337.4199683
2024-06-17 16:30:00,65828.02,65862.19,65722.8,65850.0,216.30956,2024-06-17 16:34:59.999,14234631.5188171,8079,117.35442,7722771.8023439
2024-06-17 16:35:00,65850.0,65995.83,65850.0,65959.99,140.25663,2024-06-17 16:39:59.999,9247715.6798981,14198,87.091,5742162.8304181
2024-06-17 16:40:00,65960.0,65975.78,65860.0,65947.97,93.82005,2024-06-17 16:44:59.999,6184975.4176957,9043,45.31967,2987722.0475356
2024-06-17 16:45:00,65947.97,66056.65,65905.01,65987.54,122.67512,2024-06-17 16:49:59.999,8095307.7684635,8705,79.1083,5220454.5229043
2024-06-17 16:50:00,65987.54,65987.55,65843.13,65843.99,96.2329,2024-06-17 16:54:59.999,6343259.3949514,4757,31.40465,2069845.9612441
2024-06-17 16:55:00,65843.99,65912.6,65786.0,65898.0,92.49968,2024-06-17 16:59:59.999,6089941.1853563,3925,47.58538,3133028.3057343
2024-06-17 17:00:00,65898.01,66146.0,65898.0,66087.98,132.65532,2024-06-17 17:04:59.999,8764547.2556753,8447,68.63874,4534724.823201
2024-06-17 17:05:00,66087.98,66093.49,65973.45,66043.47,74.53322,2024-06-17 17:09:59.999,4922461.091136,3364,33.44841,2208956.309756
2024-06-17 17:10:00,66043.47,66061.53,65979.5,66054.68,85.65313,2024-06-17 17:14:59.999,5654295.8795882,4077,49.47346,3265485.1507176
2024-06-17 17:15:00,66054.69,66140.0,66020.0,66049.99,73.16668,2024-06-17 17:19:59.999,4835227.1364721,4906,35.20802,2326660.3811461
2024-06-17 17:20:00,66050.0,66077.28,65963.13,66033.63,96.17113,2024-06-17 17:24:59.999,6348187.5900948,4262,50.65606,3343488.8682271
2024-06-17 17:25:00,66033.63,66033.63,65957.28,65970.5,75.70979,2024-06-17 17:29:59.999,4996911.3439143,2992,27.21017,1795831.2115127
2024-06-17 17:30:00,65970.5,66250.0,65970.5,66206.01,239.70403,2024-06-17 17:34:59.999,15858759.015349,7229,169.96011,11246126.8566058
2024-06-17 17:35:00,66206.01,66522.46,66180.12,66503.9,560.31548,2024-06-17 17:39:59.999,37203915.3096377,27658,362.45587,24066828.00709
2024-06-17 17:40:00,66503.9,66563.88,66439.99,66470.01,166.12867,2024-06-17 17:44:59.999,11049737.2424919,7216,99.69439,6631321.6972351
2024-06-17 17:45:00,66470.01,66474.22,66315.18,66326.94,118.48143,2024-06-17 17:49:59.999,7870152.0593804,4582,49.2087,3268954.1024417
2024-06-17 17:50:00,66326.93,66399.28,66274.0,66399.0,165.03199,2024-06-17 17:54:59.999,10946625.5247138,4164,43.26582,2870088.8668989
2024-06-17 17:55:00,66398.99,66607.28,66380.49,66607.28,148.99942,2024-06-17 17:59:59.999,9908827.2952524,6003,114.09841,7588011.6308864
2024-06-17 18:00:00,66607.27,66691.14,66550.03,66627.28,228.06155,2024-06-17 18:04:59.999,15196919.973692,8713,132.81377,8849504.878716
2024-06-17 18:05:00,66627.28,66865.22,66627.28,66850.0,366.16068,2024-06-17 18:09:59.999,24444694.051637,17929,244.13984,16298724.9796246
2024-06-17 18:10:00,66850.0,66997.0,66849.99,66874.95,397.49345,2024-06-17 18:14:59.999,26601016.0104985,16291,253.43104,16958388.0558648
2024-06-17 18:15:00,66874.94,67061.0,66871.12,66990.0,331.15937,2024-06-17 18:19:59.999,22184982.1444228,9238,237.96428,15941310.6613177
2024-06-17 18:20:00,66989.99,67069.57,66957.04,66957.05,187.47858,2024-06-17 18:24:59.999,12564213.3623169,6849,49.1957,3296894.9377898
2024-06-17 18:25:00,66957.04,67031.15,66928.23,67013.99,170.76243,2024-06-17 18:29:59.999,11440085.6654245,5011,83.96759,5625438.7211131
2024-06-17 18:30:00,67014.0,67254.72,67014.0,67247.99,296.31189,2024-06-17 18:34:59.999,19894514.0268989,20690,174.7947,11736003.5616557
2024-06-17 18:35:00,67247.99,67298.81,67140.0,67140.0,189.75442,2024-06-17 18:39:59.999,12754136.8449802,6910,74.29573,4995044.1504096
2024-06-17 18:40:00,67140.01,67140.01,66670.26,66810.0,427.95488,2024-06-17 18:44:59.999,28645218.33201,13941,179.51295,12013266.9447615
2024-06-17 18:45:00,66810.01,66978.64,66767.52,66960.0,260.86031,2024-06-17 18:49:59.999,17444214.9570833,6623,127.78502,8547392.6450036
2024-06-17 18:50:00,66960.0,67027.46,66950.0,66996.17,185.33982,2024-06-17 18:54:59.999,12414081.3783468,5332,117.9096,7896897.4261302
2024-06-17 18:55:00,66996.18,67117.64,66965.99,67101.48,162.24218,2024-06-17 18:59:59.999,10876008.797835,6398,78.22382,5243690.1607356
2024-06-17 19:00:00,67101.48,67114.0,66880.0,66880.0,153.13435,2024-06-17 19:04:59.999,10255170.6146362,6856,45.34046,3035951.6957676
2024-06-17 19:05:00,66880.01,66906.0,66772.26,66786.01,91.19611,2024-06-17 19:09:59.999,6094805.0136398,4657,40.32779,2695378.9999375
2024-06-17 19:10:00,66786.0,66904.67,66760.0,66844.01,97.63562,2024-06-17 19:14:59.999,6525960.6168782,3654,52.00643,3476582.1459795
2024-06-17 19:15:00,66844.0,66844.0,66710.31,66778.31,92.71154,2024-06-17 19:19:59.999,6191486.2040735,4483,39.55789,2641621.813143
2024-06-17 19:20:00,66778.3,66866.67,66728.21,66861.5,85.96352,2024-06-17 19:24:59.999,5742452.1971176,3226,39.69102,2650927.8775425
2024-06-17 19:25:00,66861.5,66940.91,66830.0,66920.13,102.74855,2024-06-17 19:29:59.999,6872187.8291105,3970,63.14489,4223533.3083836
2024-06-17 19:30:00,66920.13,66920.13,66804.0,66804.01,73.10011,2024-06-17 19:34:59.999,4886762.6517157,4295,22.24131,1486579.9385138
2024-06-17 19:35:00,66804.0,66899.98,66780.0,66899.98,43.89959,2024-06-17 19:39:59.999,2934539.6295187,2846,24.32382,1625923.9087751
2024-06-17 19:40:00,66899.97,66917.75,66797.77,66797.78,72.12351,2024-06-17 19:44:59.999,4823535.6098543,3662,27.13282,1815010.4509388
2024-06-17 19:45:00,66797.77,66818.22,66684.39,66684.4,53.41731,2024-06-17 19:49:59.999,3566555.4651326,3370,17.5279,1170379.081175
2024-06-17 19:50:00,66684.4,66720.0,66637.37,66655.99,80.37298,2024-06-17 19:54:59.999,5359202.1619646,4647,37.46338,2498016.3249333
2024-06-17 19:55:00,66655.99,66692.0,66562.68,66691.99,128.81609,2024-06-17 19:59:59.999,8581015.995675,5235,46.76155,3115314.0265886
2024-06-17 20:00:00,66691.99,66764.7,66454.93,66461.7,462.37796,2024-06-17 20:04:59.999,30776495.9631845,11505,191.5829,12748823.6424042
2024-06-17 20:05:00,66461.71,66464.72,66164.01,66206.82,264.16898,2024-06-17 20:09:59.999,17517746.577641,16435,87.00103,5768421.7715347
2024-06-17 20:10:00,66206.83,66285.44,66166.0,66234.49,107.4371,2024-06-17 20:14:59.999,7116099.6339362,5589,56.10831,3716458.2955222
2024-06-17 20:15:00,66234.5,66489.88,66225.54,66429.99,131.19746,2024-06-17 20:19:59.999,8709734.4850977,9301,59.80126,3969597.1416002
2024-06-17 20:20:00,66429.99,66548.65,66429.99,66514.5,46.89965,2024-06-17 20:24:59.999,3119393.7237691,4286,24.66251,1640120.8171562
2024-06-17 20:25:00,66514.51,66557.98,66438.0,66557.97,40.94509,2024-06-17 20:29:59.999,2722355.5982948,3019,22.25479,1479674.7452919
2024-06-17 20:30:00,66557.98,66572.99,66402.7,66470.01,49.05135,2024-06-17 20:34:59.999,3261348.1282423,5012,24.42801,1624078.9511491
2024-06-17 20:35:00,66470.01,66548.64,66419.08,66482.88,67.42855,2024-06-17 20:39:59.999,4482128.8469506,5891,41.58566,2763945.3136791
2024-06-17 20:40:00,66482.88,66637.59,66482.87,66620.0,51.01972,2024-06-17 20:44:59.999,3396343.8731883,6359,32.52047,2164830.8039734
2024-06-17 20:45:00,66620.0,66651.13,66473.19,66478.0,64.8119,2024-06-17 20:49:59.999,4313515.1104973,4573,19.06864,1268825.3775641
2024-06-17 20:50:00,66478.0,66479.99,66338.02,66400.01,92.4473,2024-06-17 20:54:59.999,6138417.3112071,4870,31.39827,2084428.6973035
2024-06-17 20:55:00,66400.0,66469.14,66384.0,66397.94,47.66427,2024-06-17 20:59:59.999,3166133.3713299,3008,25.36887,1684948.1380275
2024-06-17 21:00:00,66397.94,66577.55,66397.93,66524.01,58.91958,2024-06-17 21:04:59.999,3918614.5671974,3662,35.6535,2371046.9268845
2024-06-17 21:05:00,66524.0,66524.01,66402.0,66403.96,61.27278,2024-06-17 21:09:59.999,4072086.6476681,4503,17.79631,1182525.4722311
2024-06-17 21:10:00,66403.96,66491.22,66306.46,66488.0,89.61273,2024-06-17 21:14:59.999,5947935.3787968,5277,44.54675,2956834.9557624
2024-06-17 21:15:00,66487.99,66570.01,66450.0,66553.4,78.57082,2024-06-17 21:19:59.999,5226172.4832236,3595,50.38554,3351471.6446959
2024-06-17 21:20:00,66553.4,66635.65,66553.39,66635.65,36.21075,2024-06-17 21:24:59.999,2411457.2604191,2496,27.71787,1845921.3137396
2024-06-17 21:25:00,66635.64,66635.65,66532.9,66579.36,58.97107,2024-06-17 21:29:59.999,3926523.0143856,2893,25.87034,1722104.6071756
2024-06-17 21:30:00,66579.37,66685.86,66566.27,66648.11,77.83092,2024-06-17 21:34:59.999,5185831.0913769,5885,57.82267,3852579.2061046
2024-06-17 21:35:00,66648.11,66717.9,66575.39,66614.29,47.81138,2024-06-17 21:39:59.999,3187083.2908587,2948,23.94569,1596494.6723092
2024-06-17 21:40:00,66614.29,66671.41,66572.88,66572.89,22.05365,2024-06-17 21:44:59.999,1469594.0513374,1604,8.44234,562547.876033
2024-06-17 21:45:00,66572.89,66613.44,66503.13,66613.44,30.96617,2024-06-17 21:49:59.999,2060783.1670758,2018,17.56376,1168894.751248
2024-06-17 21:50:00,66613.44,66670.47,66613.43,66670.47,24.90397,2024-06-17 21:54:59.999,1659543.0559291,1453,10.97433,731307.1079096
2024-06-17 21:55:00,66670.47,66670.47,66544.52,66572.0,30.40352,2024-06-17 21:59:59.999,2024623.3865706,2254,10.58,704494.3261422
2024-06-17 22:00:00,66572.0,66612.0,66502.48,66517.39,47.88974,2024-06-17 22:04:59.999,3187346.1202876,3454,26.11716,1738318.8188088
2024-06-17 22:05:00,66517.39,66675.81,66506.75,66670.15,40.24104,2024-06-17 22:09:59.999,2680138.5997439,2497,24.77782,1650361.279569
2024-06-17 22:10:00,66670.15,66681.99,66650.0,66664.0,32.64491,2024-06-17 22:14:59.999,2176381.337694,1731,17.29213,1152822.0120362
2024-06-17 22:15:00,66664.0,66699.45,66636.0,66688.02,36.58226,2024-06-17 22:19:59.999,2438851.6003048,2648,20.33357,1355527.080205
2024-06-17 22:20:00,66688.01,66695.46,66570.48,66574.0,36.70002,2024-06-17 22:24:59.999,2446249.6661962,1912,8.08128,538650.2411688
2024-06-17 22:25:00,66574.0,66582.56,66512.16,66524.02,70.47771,2024-06-17 22:29:59.999,4689144.1048113,2267,20.10919,1337925.1327
2024-06-17 22:30:00,66524.02,66533.95,66482.0,66533.95,26.88774,2024-06-17 22:34:59.999,1788238.5368404,2707,15.37619,1022623.0015097
2024-06-17 22:35:00,66533.95,66563.98,66496.0,66563.98,26.90995,2024-06-17 22:39:59.999,1790227.9120326,1678,13.6998,911420.5246866
2024-06-17 22:40:00,66563.98,66609.02,66563.98,66601.11,31.8498,2024-06-17 22:44:59.999,2120981.7348658,1476,23.69694,1578014.0601129
2024-06-17 22:45:00,66601.11,66634.96,66576.32,66634.96,23.81454,2024-06-17 22:49:59.999,1586083.3882551,2040,13.60064,905798.199313
2024-06-17 22:50:00,66634.95,66685.34,66622.0,66636.1,28.96859,2024-06-17 22:54:59.999,1931005.6157167,2491,14.54176,969319.6806536
2024-06-17 22:55:00,66636.1,66702.99,66636.1,66656.0,33.29552,2024-06-17 22:59:59.999,2220115.1985359,1575,13.54534,903107.7774938
2024-06-17 23:00:00,66656.01,66714.0,66634.77,66700.0,21.37524,2024-06-17 23:04:59.999,1425078.3941319,2055,10.98117,732027.971409
2024-06-17 23:05:00,66700.0,66714.81,66659.07,66659.08,41.24179,2024-06-17 23:09:59.999,2750616.8560864,1922,19.10819,1274491.7333465
2024-06-17 23:10:00,66659.07,66659.07,66543.44,66568.0,72.28292,2024-06-17 23:14:59.999,4813272.2282811,2685,24.36025,1621527.7407915
2024-06-17 23:15:00,66568.0,66568.01,66502.0,66512.0,33.39263,2024-06-17 23:19:59.999,2221724.6021601,2366,14.06151,935569.1472466
2024-06-17 23:20:00,66511.99,66554.71,66496.5,66554.7,21.2297,2024-06-17 23:24:59.999,1412500.7251929,4591,7.58445,504617.6220523
2024-06-17 23:25:00,66554.7,66629.1,66473.07,66483.99,54.57852,2024-06-17 23:29:59.999,3631813.4671758,2470,25.01111,1664418.8507868
2024-06-17 23:30:00,66484.0,66496.21,66460.37,66481.25,26.4093,2024-06-17 23:34:59.999,1755771.3023271,2566,11.11653,739063.8525585
2024-06-17 23:35:00,66481.26,66502.0,66481.25,66501.99,16.99805,2024-06-17 23:39:59.999,1130258.9186237,1286,6.58345,437748.1451808
2024-06-17 23:40:00,66502.0,66509.0,66451.0,66477.45,293.40299,2024-06-17 23:44:59.999,19503217.8173449,6863,210.76347,14009770.2175549
2024-06-17 23:45:00,66477.45,66522.0,66392.79,66521.99,383.1518,2024-06-17 23:49:59.999,25463971.1774357,7925,179.31339,11915895.7951224
2024-06-17 23:50:00,66521.99,66529.99,66456.0,66494.4,31.75383,2024-06-17 23:54:59.999,2111355.8933229,1935,11.53122,766793.3417112
2024-06-17 23:55:00,66494.41,66552.0,66494.41,66504.33,31.42941,2024-06-17 23:59:59.999,2090762.1184653,1833,11.75963,782247.4212792
2024-06-18 00:00:00,66504.33,66588.23,66496.1,66514.6,53.81087,2024-06-18 00:04:59.999,3580477.0579593,3342,19.31312,1284952.3961243
2024-06-18 00:05:00,66514.61,66573.88,66402.0,66418.11,55.71259,2024-06-18 00:09:59.999,3703956.0166525,4268,18.71677,1244319.425759
2024-06-18 00:10:00,66418.12,66438.6,66366.36,66403.72,55.31001,2024-06-18 00:14:59.999,3672782.0408205,4891,19.84078,1317448.9434795
2024-06-18 00:15:00,66403.72,66438.89,66335.85,66335.85,64.66697,2024-06-18 00:19:59.999,4293843.5035557,8978,25.87586,1718106.0056658
2024-06-18 00:20:00,66335.86,66342.0,66262.22,66331.99,88.12518,2024-06-18 00:24:59.999,5842321.7195158,4630,23.09992,1531419.4501984
2024-06-18 00:25:00,66332.0,66384.0,66292.96,66342.89,46.04012,2024-06-18 00:29:59.999,3053914.4491589,4795,29.01624,1924730.906216
2024-06-18 00:30:00,66342.89,66500.0,66342.89,66402.01,55.23008,2024-06-18 00:34:59.999,3669555.7709312,3019,35.39748,2351959.8093488
2024-06-18 00:35:00,66402.0,66402.01,66173.55,66176.01,115.90304,2024-06-18 00:39:59.999,7679746.7729897,12877,31.0606,2057468.884318
2024-06-18 00:40:00,66176.0,66251.49,66026.81,66045.07,169.29636,2024-06-18 00:44:59.999,11194273.922252,12872,54.5354,3606192.1869915
2024-06-18 00:45:00,66045.07,66054.82,65530.0,65631.44,740.92216,2024-06-18 00:49:59.999,48798405.6795855,22000,210.9119,13876743.1547948
2024-06-18 00:50:00,65631.43,65717.62,65485.71,65620.09,302.57915,2024-06-18 00:54:59.999,19854030.4394549,18622,119.83718,7864712.7637628
2024-06-18 00:55:00,65620.08,65771.02,65568.0,65749.99,117.44401,2024-06-18 00:59:59.999,7714943.5259562,10081,47.2321,3102628.865265
